# file...... Output/Qh/house_Qh_file_007.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_0_6C_tm_0_C_6_Meter_16_121:Qh,house_0_7C_tm_0_C_7_Meter_16_122:Qh,house_0_8C_tm_0_C_8_Meter_16_123:Qh,house_0_9C_tm_0_C_9_Meter_16_124:Qh,house_0_10C_tm_0_C_10_Meter_16_125:Qh,house_0_11C_tm_0_C_11_Meter_16_126:Qh,house_0_12C_tm_0_C_12_Meter_16_127:Qh,house_0_13C_tm_0_C_13_Meter_16_128:Qh,house_0_14C_tm_0_C_14_Meter_16_129:Qh,house_0_15C_tm_0_C_15_Meter_16_130:Qh,house_0_1C_tm_0_C_1_Meter_17_131:Qh,house_0_2C_tm_0_C_2_Meter_17_132:Qh,house_0_3C_tm_0_C_3_Meter_17_133:Qh,house_0_4C_tm_0_C_4_Meter_17_134:Qh,house_0_5C_tm_0_C_5_Meter_17_135:Qh,house_0_6C_tm_0_C_6_Meter_17_136:Qh,house_0_7C_tm_0_C_7_Meter_17_137:Qh,house_0_8C_tm_0_C_8_Meter_17_138:Qh,house_0_1A_tm_0_A_1_Meter_19_139:Qh,house_0_2A_tm_0_A_2_Meter_19_140:Qh
2010-08-16 07:48:30 UTC,+0,-52003.3574541,+0,-34672.9271856,-43340.510112,+0,+0,+0,-30341.9626295,+0,+0,+0,+0,+0,+0,+0,+0,-52018.4276211,+0,+0
2010-08-16 07:49:00 UTC,+0,-51994.5233744,+0,-34667.0369134,-43333.1474672,+0,+0,+0,-30336.8079705,+0,+0,+0,+0,+0,+0,+0,+0,-52009.5896878,+0,+0
2010-08-16 07:49:30 UTC,+0,-52009.0427416,+0,+0,-43345.2484381,+0,+0,+0,-30345.2799774,+0,+0,-39014.5575312,+0,+0,+0,+0,+0,-52018.9928123,+0,+0
2010-08-16 07:50:00 UTC,+0,-52017.9871895,+0,+0,-43352.7031967,+0,+0,+0,-30350.4992761,+0,+0,-39021.2682788,+0,+0,+0,+0,+0,-52027.9403328,+0,+0
2010-08-16 07:50:30 UTC,+0,-52037.9019242,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39032.685162,+0,+0,+0,+0,+0,-52043.162653,+0,-30288.4688097
2010-08-16 07:51:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39039.7164201,+0,+0,+0,+0,+0,-52052.5375463,+0,-30280.5508467
2010-08-16 07:51:30 UTC,+0,+0,-26026.7913352,+0,+0,+0,+0,+0,+0,+0,+0,-39035.914902,+0,+0,+0,+0,+0,-52047.4689189,+0,-30253.515453
2010-08-16 07:52:00 UTC,+0,+0,-26006.337418,+0,+0,+0,+0,+0,+0,+0,+0,-39007.929663,+0,+0,+0,+0,+0,-52010.1557347,+0,-30264.653164
2010-08-16 07:52:30 UTC,+0,+0,-25997.1635714,+0,+0,+0,+0,+0,+0,+0,+0,-38997.3448986,+0,+0,+0,+0,-43327.4911094,+0,+0,-30269.9314202
2010-08-16 07:53:00 UTC,+0,+0,-25980.4795892,+0,+0,+0,+0,-43296.4154111,+0,+0,+0,-38972.4456443,+0,+0,+0,-34641.9555444,-43299.8277639,+0,+0,-30272.5142951
2010-08-16 07:53:30 UTC,+0,+0,+0,+0,+0,+0,+0,-43273.908271,+0,+0,+0,+0,+0,+0,+0,-34626.8018805,-43280.8871272,+0,+0,-30278.6393385
2010-08-16 07:54:00 UTC,+0,+0,+0,+0,+0,+0,+0,-43249.4061744,+0,+0,-47578.7969682,+0,+0,+0,+0,-34604.8275386,-43253.4212927,+0,+0,+0
2010-08-16 07:54:30 UTC,+0,+0,+0,+0,+0,+0,+0,-43266.2459029,+0,+0,-47597.3237785,+0,+0,+0,+0,-34618.3025212,-43270.2637376,+0,+0,+0
2010-08-16 07:55:00 UTC,+0,+0,+0,+0,+0,+0,+0,-43259.0377818,+0,+0,-47589.3939737,+0,+0,+0,+0,-34612.5350334,-43263.0548385,+0,+0,+0
2010-08-16 07:55:30 UTC,+0,+0,+0,+0,+0,+0,+0,-43277.3407922,+0,-60585.4123311,-47613.0681014,+0,+0,+0,+0,-34629.7537807,-43284.5766326,+0,+0,+0
2010-08-16 07:56:00 UTC,+0,+0,+0,+0,+0,+0,+0,-43272.1868942,+0,-60578.1972867,-47607.3972065,+0,+0,+0,+0,-34625.6292061,-43279.4213072,+0,+0,+0
2010-08-16 07:56:30 UTC,-34648.4752597,+0,+0,+0,+0,+0,+0,+0,+0,-60629.8791523,-47643.9273163,+0,+0,-38983.2906348,+0,+0,-43312.6302817,+0,+0,+0
2010-08-16 07:57:00 UTC,-34675.2649275,+0,+0,+0,+0,+0,+0,+0,+0,-60676.75649,+0,+0,+0,-39015.8398633,+0,+0,+0,+0,+0,+0
2010-08-16 07:57:30 UTC,-34696.6922633,+0,+0,+0,+0,+0,-47705.6073093,+0,+0,-60714.250664,+0,+0,+0,-39036.5499768,-60724.3545654,+0,+0,+0,+0,+0
2010-08-16 07:58:00 UTC,-34676.1271318,+0,+0,+0,+0,+0,-47677.3317373,+0,+0,-60678.2652001,+0,+0,-52008.8415758,-39010.4971017,-60683.827022,+0,+0,+0,+0,+0
2010-08-16 07:58:30 UTC,-34658.299775,+0,+0,+0,+0,+0,-47652.820408,+0,+0,-60647.0703742,+0,+0,-51984.8627918,-38992.5108447,-60655.8478138,+0,+0,+0,+0,+0
2010-08-16 07:59:00 UTC,-34648.7992434,+0,+0,+0,+0,+0,-47639.7578625,+0,+0,-60630.4460685,+0,+0,-51970.6123774,-38981.8217447,-60639.2199763,+0,+0,+0,+0,+0
2010-08-16 07:59:30 UTC,-34650.1152154,+0,+0,+0,+0,+0,-47641.567229,+0,+0,+0,+0,+0,-51968.7245684,+0,-60637.0172206,+0,+0,+0,+0,+0
2010-08-16 08:00:00 UTC,-34637.0508607,+0,+0,+0,+0,+0,-47623.6046635,+0,+0,+0,+0,+0,-51956.1749522,+0,-60622.3741533,+0,+0,+0,+0,+0
2010-08-16 08:00:30 UTC,+0,+0,+0,-34631.0169477,+0,+0,-47615.4872808,+0,-30305.2867095,+0,+0,+0,-51949.2483068,+0,-60614.2919231,+0,+0,+0,+0,+0
2010-08-16 08:01:00 UTC,+0,+0,+0,-34619.5678066,+0,+0,+0,+0,-30295.267407,+0,+0,+0,+0,+0,-60595.1872197,+0,+0,+0,-47531.5220989,+0
2010-08-16 08:01:30 UTC,+0,+0,+0,-34613.9194357,+0,+0,+0,+0,-30290.3244392,+0,+0,+0,+0,+0,-60585.2996081,+0,+0,+0,-47515.657752,+0
2010-08-16 08:02:00 UTC,+0,+0,+0,-34631.7477692,+0,+0,+0,+0,-30305.9262615,+0,+0,+0,+0,+0,-60613.2532066,+0,+0,+0,-47515.5743002,+0
2010-08-16 08:02:30 UTC,+0,+0,-25987.1373818,-34647.1181346,+0,+0,+0,+0,-30319.3770814,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47527.7614092,+0
2010-08-16 08:03:00 UTC,+0,+0,-25974.022259,-34629.6328012,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47560.2690301,+0
2010-08-16 08:03:30 UTC,+0,+0,-25977.3865788,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47552.4106135,+0
2010-08-16 08:04:00 UTC,+0,+0,-25982.1685689,+0,+0,+0,+0,+0,+0,+0,+0,-38971.9054083,+0,+0,+0,+0,+0,+0,-47561.1648482,-30268.9627394
2010-08-16 08:04:30 UTC,+0,-51945.8837414,-25977.7525368,+0,-43300.8415217,+0,+0,+0,+0,+0,+0,-38967.7585387,+0,+0,+0,+0,+0,+0,-47587.6783388,-30285.8369236
2010-08-16 08:05:00 UTC,+0,-51934.5488848,+0,+0,-43283.1629217,+0,+0,+0,+0,+0,+0,-38960.081476,+0,+0,+0,+0,+0,+0,-47574.7928473,-30277.6361116
2010-08-16 08:05:30 UTC,+0,-51905.3117449,+0,+0,-43258.7956212,+0,+0,+0,+0,+0,+0,-38938.1632812,+0,+0,+0,+0,+0,+0,-47566.0775728,-30272.0893825
2010-08-16 08:06:00 UTC,+0,-51895.9349354,+0,+0,-43250.980645,-60549.563555,+0,+0,+0,+0,+0,-38934.0190148,+0,+0,+0,+0,+0,+0,+0,-30258.9572386
2010-08-16 08:06:30 UTC,+0,-51915.0074909,+0,+0,-43266.8764102,-60571.8170065,+0,+0,+0,+0,+0,-38948.3301507,+0,+0,+0,-34626.6770358,+0,+0,+0,-30225.1397596
2010-08-16 08:07:00 UTC,+0,-51868.2483921,+0,+0,-43227.905668,-60517.2594861,+0,+0,+0,+0,+0,-38908.892719,+0,+0,+0,-34585.4647745,-43229.2195054,+0,+0,-30226.4605553
2010-08-16 08:07:30 UTC,+0,-52027.575763,+0,+0,-43360.5891767,-60703.1592592,+0,+0,+0,+0,+0,-39028.4460272,+0,+0,+0,-34691.7329017,-43362.0445454,+0,+0,+0
2010-08-16 08:08:00 UTC,+0,-52042.7704491,+0,+0,-43373.2529208,-60720.8880931,+0,+0,+0,+0,+0,+0,+0,+0,+0,-34703.7827395,-43377.1056956,+0,+0,+0
2010-08-16 08:08:30 UTC,+0,-52068.9361763,+0,+0,-43395.0602859,-60751.4177021,+0,+0,+0,+0,+0,+0,+0,-39068.2116229,+0,-34721.036324,-43398.6710343,-52081.3498859,+0,+0
2010-08-16 08:09:00 UTC,+0,+0,+0,+0,+0,-60795.7539811,+0,+0,+0,+0,-47765.069709,+0,+0,-39082.4244501,+0,-34740.3965119,-43422.8694269,-52110.3900778,+0,+0
2010-08-16 08:09:30 UTC,+0,+0,+0,+0,+0,-60763.6050781,+0,+0,+0,+0,-47739.8124245,+0,+0,-39061.7581252,+0,-34722.0262046,-43399.9082908,-52082.8347021,+0,+0
2010-08-16 08:10:00 UTC,+0,+0,+0,+0,+0,+0,+0,-43406.2059392,+0,+0,-47742.1232532,+0,+0,-39063.6489198,+0,-34723.706933,-43402.0090413,-52085.3557869,+0,+0
2010-08-16 08:10:30 UTC,+0,+0,+0,+0,+0,+0,+0,-43420.7175196,+0,+0,-47756.9215554,+0,-52095.8299524,-39075.7573681,+0,+0,-43415.4620248,-52101.5005462,+0,+0
2010-08-16 08:11:00 UTC,+0,+0,+0,+0,+0,+0,+0,-43407.0583874,+0,+0,-47741.8992764,+0,-52079.4429863,-39063.4656546,+0,+0,-43401.8054262,-52085.1114309,+0,+0
2010-08-16 08:11:30 UTC,-34720.1019182,+0,+0,+0,+0,+0,+0,-43398.6342861,-30385.9971043,+0,-47737.6387423,+0,-52074.7954074,-39059.9795483,+0,+0,+0,-52080.4632426,+0,+0
2010-08-16 08:12:00 UTC,-34699.5812281,+0,+0,+0,+0,+0,-47709.4839562,-43372.9844627,-30365.1354499,+0,-47714.0098601,+0,-52049.0199783,-39040.6456344,+0,+0,+0,-52054.6844329,+0,+0
2010-08-16 08:12:30 UTC,-34699.3450066,+0,+0,+0,+0,+0,-47709.1591699,-43372.6891977,-30364.9287291,+0,+0,+0,-52055.1135859,+0,+0,+0,+0,-52060.7788399,+0,+0
2010-08-16 08:13:00 UTC,-34665.0536903,+0,-26000.4927478,-34664.8590948,+0,+0,-47662.0112736,-43329.826789,-30334.9198893,-60658.7210311,+0,+0,-52014.1970403,+0,+0,+0,+0,-52019.8569274,+0,+0
2010-08-16 08:13:30 UTC,-34669.7581422,+0,-26004.0214021,-34669.5635467,+0,+0,-47668.4795295,-43335.6010769,-30339.0368252,-60666.9529716,+0,+0,-52028.800299,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:14:00 UTC,-34680.3886739,+0,-26011.9950129,-34680.1940783,+0,+0,-47683.095685,+0,-30348.3397612,-60685.5544817,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:14:30 UTC,-34677.2880847,+0,-26009.6693635,-34677.0934891,+0,+0,-47678.8326155,+0,+0,-60680.1290104,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:15:00 UTC,-34665.4106805,+0,-26000.7605144,-34665.216085,+0,+0,-47662.5021074,+0,+0,-60659.3456994,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:15:30 UTC,+0,+0,+0,-34666.3804485,+0,+0,+0,+0,+0,-60661.3831247,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:16:00 UTC,+0,+0,+0,-34671.226186,+0,+0,+0,+0,+0,-60669.8622902,+0,+0,+0,+0,-60691.5298244,+0,+0,+0,+0,+0
2010-08-16 08:16:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60680.205482,+0,+0,+0,+0,-60699.2990901,+0,+0,+0,+0,-30321.9968239
2010-08-16 08:17:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60718.0532606,+0,-39047.3015111,+0,+0,-60729.1305391,+0,+0,+0,+0,-30269.015187
2010-08-16 08:17:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39022.8495425,+0,+0,-60701.9846673,+0,+0,+0,+0,-30276.1004689
2010-08-16 08:18:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39021.5921435,+0,+0,-60700.0287164,+0,+0,+0,-47497.9379457,-30228.7400977
2010-08-16 08:18:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39022.401573,+0,+0,-60701.287827,+0,+0,+0,-47539.2161575,-30255.0111384
2010-08-16 08:19:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39031.1309606,+0,+0,-60714.8668532,+0,+0,+0,-47554.5253169,-30264.7544756
2010-08-16 08:19:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39038.8153,+0,+0,-60726.8202514,-34700.9332779,+0,+0,-47546.1012682,-30259.3930871
2010-08-16 08:20:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39016.0579595,+0,+0,-60691.4199992,-34680.7048313,-43348.2363222,+0,-47583.6487035,-30283.2897172
2010-08-16 08:20:30 UTC,+0,-52011.2519293,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39005.8016978,+0,-39005.1102242,-60675.4658393,-34671.5882898,-43336.8415259,+0,-47558.4874551,+0
2010-08-16 08:21:00 UTC,+0,-52020.9850266,+0,+0,-43355.2274526,+0,+0,+0,+0,+0,+0,+0,+0,-39017.8815451,+0,-34682.9406688,-43351.030903,+0,-47536.1414489,+0
2010-08-16 08:21:30 UTC,+0,-52038.0453205,+0,+0,-43369.446141,+0,+0,+0,+0,+0,+0,+0,+0,-39032.8651418,+0,-34696.2595314,-43367.6781949,+0,-47523.3219259,+0
2010-08-16 08:22:00 UTC,+0,-52039.6500067,+0,+0,-43370.7835468,+0,+0,+0,+0,+0,+0,+0,+0,-39034.0688435,+0,-34697.3294973,-43369.0155488,+0,-47564.1605426,+0
2010-08-16 08:22:30 UTC,+0,-52037.1533517,+0,+0,-43368.7027407,+0,+0,+0,-30361.735851,+0,-47698.6232587,+0,-52032.2355932,-39028.0558206,+0,-34691.9845439,-43362.3348734,+0,-47541.5844513,+0
2010-08-16 08:23:00 UTC,+0,-52035.7648849,-26022.7824931,+0,-43367.5455406,+0,+0,+0,-30360.9256823,+0,-47701.2474408,+0,-52035.098167,-39030.2030111,+0,+0,-43364.720476,+0,+0,+0
2010-08-16 08:23:30 UTC,+0,-52060.5054865,-26035.1557872,+0,-43388.1652851,+0,+0,+0,-30375.361797,+0,-47723.9274091,+0,-52059.8384789,-39048.7604931,+0,+0,-43385.3384777,+0,+0,+0
2010-08-16 08:24:00 UTC,+0,-52023.5205578,-26016.658848,+0,-43357.3406595,+0,+0,+0,-30353.7811302,+0,-47699.2833459,+0,-52032.9556455,+0,+0,+0,-43362.9349482,+0,+0,+0
2010-08-16 08:24:30 UTC,+0,-52010.0512503,-26009.9225643,+0,-43346.1148336,+0,+0,+0,-30345.9218031,+0,-47689.9010448,+0,-52022.7210168,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:25:00 UTC,-34678.9881831,-52012.2190771,-26011.0067403,-34678.8764989,-43347.921582,+0,+0,-43347.2417384,+0,+0,-47696.7044573,+0,-52030.1424797,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:25:30 UTC,-34684.6610593,+0,+0,-34684.5494022,+0,-60695.2244082,-47689.0839172,-43354.3325456,+0,+0,-47703.7476703,+0,-52037.8255279,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:26:00 UTC,-34672.5484494,+0,+0,-34672.4367343,+0,-60674.0284028,-47672.4299394,-43339.1923983,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:26:30 UTC,-34673.2270424,+0,+0,-34673.1153307,+0,-60675.2158811,-47673.3629566,-43340.0406052,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52036.8055152,+0,+0
2010-08-16 08:27:00 UTC,-34671.5760953,+0,+0,-34671.4643756,+0,-60672.3268683,-47671.0930216,-43337.9770051,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52034.327034,+0,+0
2010-08-16 08:27:30 UTC,-34672.1074989,+0,+0,-34671.9957817,+0,-60673.256778,-47671.8236638,-43338.6412326,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52035.1248024,+0,+0
2010-08-16 08:28:00 UTC,-34647.8838363,+0,+0,-34647.772003,+0,-60630.8674922,-47638.5178493,-43308.3628847,+0,+0,+0,+0,+0,+0,+0,+0,+0,-51998.759061,+0,-30243.5619393
2010-08-16 08:28:30 UTC,-34654.7511021,+0,+0,+0,+0,-60642.8846054,-47647.9598518,-43316.9466182,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52006.8574407,+0,-30233.3828345
2010-08-16 08:29:00 UTC,-34638.5770781,+0,+0,+0,+0,-60614.581481,+0,+0,+0,-60612.5364844,+0,+0,+0,+0,+0,+0,+0,-51977.055602,+0,-30228.6564768
2010-08-16 08:29:30 UTC,+0,+0,+0,+0,+0,-60599.7483381,+0,+0,+0,-60597.7040593,+0,-38967.0476614,+0,+0,+0,+0,+0,-51955.6320416,+0,-30244.4210478
2010-08-16 08:30:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60613.2379972,+0,-38968.9715317,+0,+0,+0,+0,+0,-51958.1971683,+0,-30249.8118455
2010-08-16 08:30:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60586.929328,+0,-38954.3296587,+0,+0,+0,+0,+0,-51938.6749272,+0,-30250.7234136
2010-08-16 08:31:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60592.4432759,+0,-38955.9370039,+0,+0,+0,-34627.2647771,+0,-51940.818026,+0,-30242.4769257
2010-08-16 08:31:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60607.9294471,+0,-38963.7122334,+0,-38963.021733,+0,-34634.1759893,+0,-51951.1848626,+0,-30236.1178363
2010-08-16 08:32:00 UTC,+0,+0,-25991.3810513,+0,+0,+0,+0,+0,-30327.1864098,-60637.4645003,+0,-38986.8522711,+0,-38986.1612356,+0,-34654.7446055,+0,+0,+0,+0
2010-08-16 08:32:30 UTC,+0,+0,-25989.1274369,+0,+0,+0,+0,+0,-30321.659804,-60632.207079,+0,-38979.0980268,+0,-38978.4071706,-60633.92686,-34647.8520465,-43307.1735147,+0,+0,+0
2010-08-16 08:33:00 UTC,+0,+0,-25990.4377774,+0,+0,+0,+0,+0,-30323.1885986,-60635.2639518,+0,-38981.0632106,+0,-38980.372309,-60636.9838079,-34649.5988506,-43309.3568511,+0,+0,+0
2010-08-16 08:33:30 UTC,+0,+0,-25999.6828052,+0,+0,+0,+0,+0,-30333.9749166,+0,+0,-38992.0304275,+0,-38991.3392723,-60654.0438965,-34659.3473427,-43321.5415245,+0,-47494.5770898,+0
2010-08-16 08:34:00 UTC,+0,+0,-26011.5099709,+0,+0,+0,+0,+0,-30347.7738551,+0,+0,+0,-52005.958576,-39008.3456699,-60680.4988635,-34674.4642654,-43340.4362174,+0,-47489.2907604,+0
2010-08-16 08:34:30 UTC,+0,+0,-26013.8091931,+0,+0,+0,+0,+0,-30350.4563934,+0,-47675.4814341,+0,-52006.9914681,-39009.1204328,-60681.7040761,-34675.1529491,-43341.2970056,+0,-47446.7485218,+0
2010-08-16 08:35:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47706.8553716,+0,-52041.2155458,-39034.791601,-60721.6378653,+0,-43369.8185574,+0,-47448.6374303,+0
2010-08-16 08:35:30 UTC,+0,-52030.3904013,+0,+0,-43363.0662444,+0,+0,+0,+0,+0,-47691.5429492,+0,-52024.5120787,+0,-60702.1477058,+0,-43355.8982757,+0,-47477.6649003,+0
2010-08-16 08:36:00 UTC,+0,-52010.0142088,+0,-34677.406362,-43346.0839618,+0,+0,+0,+0,+0,-47674.8916647,+0,-52006.3481216,+0,-60680.9533978,+0,-43340.7608555,+0,-47489.9904952,+0
2010-08-16 08:36:30 UTC,+0,-51991.972286,+0,-34665.3765772,-43331.047147,+0,+0,+0,+0,+0,-47658.3539737,+0,-51988.3080772,+0,-60659.9036754,+0,-43325.7267015,+0,-47477.422115,+0
2010-08-16 08:37:00 UTC,+0,-52001.5947132,+0,-34671.792508,-43339.0668385,+0,+0,+0,+0,+0,-47667.1741385,+0,-51997.9295029,+0,-60671.1302742,+0,-43333.7449742,+0,-47455.7639834,+0
2010-08-16 08:37:30 UTC,+0,-52006.97947,+0,-34675.382894,-43343.5546968,+0,-47687.273716,+0,+0,+0,-47678.639874,+0,+0,+0,-60685.7242433,+0,+0,+0,-47461.2533955,+0
2010-08-16 08:38:00 UTC,-34642.2477891,-51957.1166359,+0,-34642.1359287,-43301.9971412,+0,-47630.7686849,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47488.9379894,+0
2010-08-16 08:38:30 UTC,-34652.2319329,-51972.0906367,+0,-34652.1201205,-43314.4770351,+0,-47644.4961731,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47426.8285546,+0
2010-08-16 08:39:00 UTC,-34668.0169454,-51995.7646542,+0,-34667.9052087,-43334.2078489,+0,-47666.1994435,-43333.5282485,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 08:39:30 UTC,-34660.2228094,-51984.0751791,+0,-34660.1110353,-43324.465402,+0,-47655.4830604,-43323.7859743,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30231.5852992
2010-08-16 08:40:00 UTC,-34647.410987,-51964.8602876,+0,+0,-43308.4509908,+0,-47637.8677152,-43307.7718471,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30245.4962547
2010-08-16 08:40:30 UTC,-34656.0898912,-51977.8767183,+0,+0,+0,+0,-47649.8005915,-43318.6200365,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30267.5331862
2010-08-16 08:41:00 UTC,-34672.0572446,+0,-26005.8080471,+0,+0,+0,-47671.7545678,-43338.5784173,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-30268.9762158
2010-08-16 08:41:30 UTC,-34668.2118236,+0,-26002.9237098,+0,+0,+0,-47666.4673873,-43333.7718364,+0,+0,+0,-39016.5814023,+0,+0,+0,+0,+0,+0,+0,-30295.9880855
2010-08-16 08:42:00 UTC,-34651.1069402,+0,-25990.0938395,+0,+0,-60636.5076415,+0,-43312.3916008,-30322.787321,+0,+0,-38997.2143938,+0,-38996.5231187,+0,+0,+0,+0,+0,-30281.6846759
2010-08-16 08:42:30 UTC,-34628.1565058,+0,-25972.8793926,+0,+0,-60596.346393,+0,-43283.7047235,-30302.7029574,+0,+0,-38969.4403023,+0,-38968.7496695,+0,-34639.2675303,+0,+0,+0,-30299.0223821
2010-08-16 08:43:00 UTC,+0,+0,-25959.9125514,+0,+0,-60566.0947948,+0,-43262.0962351,-30287.5743416,+0,+0,-38943.3542664,+0,-38942.6642369,+0,-34616.0802882,+0,-51924.041263,+0,-30329.7105072
2010-08-16 08:43:30 UTC,+0,+0,-25953.0554794,+0,+0,-60550.0972686,+0,+0,-30279.5740887,-60548.0553929,+0,-38933.8934583,+0,-38933.2036477,+0,-34607.6708063,+0,-51911.4270179,+0,+0
2010-08-16 08:44:00 UTC,+0,+0,+0,+0,+0,-60591.7693652,+0,+0,-30300.4140175,-60589.7254724,+0,-38954.0756855,+0,-38953.385408,+0,-34625.6102965,+0,-51938.3363008,+0,+0
2010-08-16 08:44:30 UTC,+0,+0,+0,+0,+0,-60550.0020753,+0,+0,-30279.5264832,-60547.9602041,+0,-38924.3185897,-51893.0167046,-38923.6290006,+0,-34599.1599389,+0,-51898.6606942,+0,+0
2010-08-16 08:45:00 UTC,+0,+0,+0,+0,+0,-60535.1494525,+0,+0,+0,-60533.1083005,+0,-38910.9069872,-51875.137149,-38910.2177084,+0,-34587.2386923,-43231.4126796,-51880.7787926,+0,+0
2010-08-16 08:45:30 UTC,+0,+0,+0,+0,+0,-60521.1527097,+0,+0,+0,-60519.1122354,+0,-38904.1797218,-51866.1687565,-38903.4905987,+0,-34581.25899,-43223.9386298,-51871.8092232,+0,+0
2010-08-16 08:46:00 UTC,+0,+0,+0,+0,+0,-60704.1598029,+0,+0,+0,-60702.1104742,-47692.2282836,+0,-52025.2596715,+0,+0,-34687.3333279,-43356.5213023,-52030.9210103,+0,+0
2010-08-16 08:46:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60745.5314579,-47725.1713909,+0,-52061.1954694,+0,+0,+0,-43386.4693619,-52066.8615209,+0,+0
2010-08-16 08:47:00 UTC,+0,+0,+0,-34724.7453668,+0,+0,+0,+0,+0,-60763.5111903,-47741.3259989,+0,-52078.81763,+0,+0,+0,-43401.1552616,-52084.4859924,+0,+0
2010-08-16 08:47:30 UTC,+0,+0,+0,-34724.088634,+0,+0,+0,+0,+0,-60762.3620264,-47740.4231296,+0,-52077.8327402,+0,+0,+0,-43400.3344773,-52083.5009736,+0,+0
2010-08-16 08:48:00 UTC,+0,+0,+0,-34705.8046889,+0,+0,+0,+0,+0,-60730.3684242,-47711.1244488,+0,-52045.872444,+0,-60727.0716884,+0,-43373.6995083,-52051.5364859,+0,+0
2010-08-16 08:48:30 UTC,+0,+0,+0,-34737.1640343,+0,+0,+0,+0,+0,+0,-47757.8038082,+0,+0,+0,-60786.4867252,+0,-43416.1349785,-52102.4630727,-47447.388564,+0
2010-08-16 08:49:00 UTC,+0,+0,+0,-34732.8312395,+0,+0,+0,+0,+0,+0,-47755.6727631,+0,+0,+0,-60783.7742601,+0,-43414.197679,+0,-47447.7557231,+0
2010-08-16 08:49:30 UTC,+0,+0,+0,-34737.8602548,-43421.6492379,+0,-47762.3822007,+0,+0,+0,+0,+0,+0,+0,-60803.5314229,+0,-43428.3086611,+0,-47458.921545,+0
2010-08-16 08:50:00 UTC,+0,-52133.4887746,-26071.6562579,-34759.7353011,-43448.9922905,+0,-47792.4586915,+0,+0,+0,+0,+0,+0,+0,-60847.8843982,+0,+0,+0,-47464.2180028,-30211.1441129
2010-08-16 08:50:30 UTC,-34740.8479203,-52104.9949655,-26057.4059078,+0,-43425.2444832,+0,-47766.3368565,+0,+0,+0,+0,+0,+0,+0,-60817.8550045,+0,+0,+0,-47479.2504931,-30216.8466846
2010-08-16 08:51:00 UTC,-34744.6826023,-52110.7461386,-26060.2821897,+0,-43430.0377261,+0,-47771.6092718,+0,-30404.6771616,+0,+0,+0,+0,+0,-60826.83454,+0,+0,+0,-47522.6921624,-30244.4946329
